A00,0,A000,"Cholera due to Vibrio cholerae 01, biovar cholerae","Cholera due to Vibrio cholerae 01, biovar cholerae",Cholera,9
A010,0,A0100,"Typhoid fever, unspecified","Typhoid fever, unspecified",Typhoid fever,9
A02,0,A020,Salmonella enteritis,Salmonella enteritis,Other salmonella infections,9
A022,0,A0220,"Localized salmonella infection, unspecified","Localized salmonella infection, unspecified",Localized salmonella infections,9
A03,0,A030,Shigellosis due to Shigella dysenteriae,Shigellosis due to Shigella dysenteriae,Shigellosis,9
A04,0,A040,Enteropathogenic Escherichia coli infection,Enteropathogenic Escherichia coli infection,Other bacterial intestinal infections,9
A05,0,A050,Foodborne staphylococcal intoxication,Foodborne staphylococcal intoxication,"Other bacterial foodborne intoxications, not elsewhere classified",9
A06,0,A060,Acute amebic dysentery,Acute amebic dysentery,Amebiasis,9
A07,0,A070,Balantidiasis,Balantidiasis,Other protozoal intestinal diseases,9
A08,0,A080,Rotaviral enteritis,Rotaviral enteritis,Viral and other specified intestinal infections,9
A15,0,A150,Tuberculosis of lung,Tuberculosis of lung,Respiratory tuberculosis,9
A17,0,A170,Tuberculous meningitis,Tuberculous meningitis,Tuberculosis of nervous system,9
A181,0,A1810,"Tuberculosis of genitourinary system, unspecified","Tuberculosis of genitourinary system, unspecified",Tuberculosis of genitourinary system,9
A185,0,A1850,"Tuberculosis of eye, unspecified","Tuberculosis of eye, unspecified",Tuberculosis of eye,9
A19,0,A190,Acute miliary tuberculosis of a single specified site,Acute miliary tuberculosis of a single specified site,Miliary tuberculosis,9
A20,0,A200,Bubonic plague,Bubonic plague,Plague,9
A21,0,A210,Ulceroglandular tularemia,Ulceroglandular tularemia,Tularemia,9
A22,0,A220,Cutaneous anthrax,Cutaneous anthrax,Anthrax,9
A23,0,A230,Brucellosis due to Brucella melitensis,Brucellosis due to Brucella melitensis,Brucellosis,9
A24,0,A240,Glanders,Glanders,Glanders and melioidosis,9
A25,0,A250,Spirillosis,Spirillosis,Rat-bite fevers,9
A26,0,A260,Cutaneous erysipeloid,Cutaneous erysipeloid,Erysipeloid,9
A27,0,A270,Leptospirosis icterohemorrhagica,Leptospirosis icterohemorrhagica,Leptospirosis,9
A28,0,A280,Pasteurellosis,Pasteurellosis,"Other zoonotic bacterial diseases, not elsewhere classified",9
A30,0,A300,Indeterminate leprosy,Indeterminate leprosy,Leprosy [Hansen's disease],9
A31,0,A310,Pulmonary mycobacterial infection,Pulmonary mycobacterial infection,Infection due to other mycobacteria,9
A32,0,A320,Cutaneous listeriosis,Cutaneous listeriosis,Listeriosis,9
A36,0,A360,Pharyngeal diphtheria,Pharyngeal diphtheria,Diphtheria,9
A370,0,A3700,Whooping cough due to Bordetella pertussis without pneumonia,Whooping cough due to Bordetella pertussis without pneumonia,Whooping cough due to Bordetella pertussis,9
A371,0,A3710,Whooping cough due to Bordetella parapertussis w/o pneumonia,Whooping cough due to Bordetella parapertussis without pneumonia,Whooping cough due to Bordetella parapertussis,9
A378,0,A3780,Whooping cough due to other Bordetella species w/o pneumonia,Whooping cough due to other Bordetella species without pneumonia,Whooping cough due to other Bordetella species,9
A379,0,A3790,"Whooping cough, unspecified species without pneumonia","Whooping cough, unspecified species without pneumonia","Whooping cough, unspecified species",9
A38,0,A380,Scarlet fever with otitis media,Scarlet fever with otitis media,Scarlet fever,9
A39,0,A390,Meningococcal meningitis,Meningococcal meningitis,Meningococcal infection,9
A395,0,A3950,"Meningococcal carditis, unspecified","Meningococcal carditis, unspecified",Meningococcal heart disease,9
A40,0,A400,"Sepsis due to streptococcus, group A","Sepsis due to streptococcus, group A",Streptococcal sepsis,9
A415,0,A4150,"Gram-negative sepsis, unspecified","Gram-negative sepsis, unspecified",Sepsis due to other Gram-negative organisms,9
A42,0,A420,Pulmonary actinomycosis,Pulmonary actinomycosis,Actinomycosis,9
A43,0,A430,Pulmonary nocardiosis,Pulmonary nocardiosis,Nocardiosis,9
A44,0,A440,Systemic bartonellosis,Systemic bartonellosis,Bartonellosis,9
A48,0,A480,Gas gangrene,Gas gangrene,"Other bacterial diseases, not elsewhere classified",9
A503,0,A5030,"Late congenital syphilitic oculopathy, unspecified","Late congenital syphilitic oculopathy, unspecified",Late congenital syphilitic oculopathy,9
A504,0,A5040,"Late congenital neurosyphilis, unspecified","Late congenital neurosyphilis, unspecified",Late congenital neurosyphilis [juvenile neurosyphilis],9
A51,0,A510,Primary genital syphilis,Primary genital syphilis,Early syphilis,9
A520,0,A5200,"Cardiovascular syphilis, unspecified","Cardiovascular syphilis, unspecified",Cardiovascular and cerebrovascular syphilis,9
A521,0,A5210,"Symptomatic neurosyphilis, unspecified","Symptomatic neurosyphilis, unspecified",Symptomatic neurosyphilis,9
A53,0,A530,"Latent syphilis, unspecified as early or late","Latent syphilis, unspecified as early or late",Other and unspecified syphilis,9
A540,0,A5400,"Gonococcal infection of lower genitourinary tract, unsp","Gonococcal infection of lower genitourinary tract, unspecified",Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,9
A543,0,A5430,"Gonococcal infection of eye, unspecified","Gonococcal infection of eye, unspecified",Gonococcal infection of eye,9
A544,0,A5440,"Gonococcal infection of musculoskeletal system, unspecified","Gonococcal infection of musculoskeletal system, unspecified",Gonococcal infection of musculoskeletal system,9
A560,0,A5600,"Chlamydial infection of lower genitourinary tract, unsp","Chlamydial infection of lower genitourinary tract, unspecified",Chlamydial infection of lower genitourinary tract,9
A590,0,A5900,"Urogenital trichomoniasis, unspecified","Urogenital trichomoniasis, unspecified",Urogenital trichomoniasis,9
A600,0,A6000,"Herpesviral infection of urogenital system, unspecified","Herpesviral infection of urogenital system, unspecified",Herpesviral infection of genitalia and urogenital tract,9
B33,0,B330,Epidemic myalgia,Epidemic myalgia,"Other viral diseases, not elsewhere classified",9
A63,0,A630,Anogenital (venereal) warts,Anogenital (venereal) warts,"Other predominantly sexually transmitted diseases, not elsewhere classified",9
A66,0,A660,Initial lesions of yaws,Initial lesions of yaws,Yaws,9
A67,0,A670,Primary lesions of pinta,Primary lesions of pinta,Pinta [carate],9
A68,0,A680,Louse-borne relapsing fever,Louse-borne relapsing fever,Relapsing fevers,9
A69,0,A690,Necrotizing ulcerative stomatitis,Necrotizing ulcerative stomatitis,Other spirochetal infections,9
A692,0,A6920,"Lyme disease, unspecified","Lyme disease, unspecified",Lyme disease,9
A71,0,A710,Initial stage of trachoma,Initial stage of trachoma,Trachoma,9
A74,0,A740,Chlamydial conjunctivitis,Chlamydial conjunctivitis,Other diseases caused by chlamydiae,9
A75,0,A750,Epidemic louse-borne typhus fever d/t Rickettsia prowazekii,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Typhus fever,9
A77,0,A770,Spotted fever due to Rickettsia rickettsii,Spotted fever due to Rickettsia rickettsii,Spotted fever [tick-borne rickettsioses],9
A774,0,A7740,"Ehrlichiosis, unspecified","Ehrlichiosis, unspecified",Ehrlichiosis,9
A79,0,A790,Trench fever,Trench fever,Other rickettsioses,9
A80,0,A800,"Acute paralytic poliomyelitis, vaccine-associated","Acute paralytic poliomyelitis, vaccine-associated",Acute poliomyelitis,9
A803,0,A8030,"Acute paralytic poliomyelitis, unspecified","Acute paralytic poliomyelitis, unspecified","Acute paralytic poliomyelitis, other and unspecified",9
A810,0,A8100,"Creutzfeldt-Jakob disease, unspecified","Creutzfeldt-Jakob disease, unspecified",Creutzfeldt-Jakob disease,9
A82,0,A820,Sylvatic rabies,Sylvatic rabies,Rabies,9
A83,0,A830,Japanese encephalitis,Japanese encephalitis,Mosquito-borne viral encephalitis,9
A84,0,A840,Far Eastern tick-borne encephalitis,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],Tick-borne viral encephalitis,9
A85,0,A850,Enteroviral encephalitis,Enteroviral encephalitis,"Other viral encephalitis, not elsewhere classified",9
A87,0,A870,Enteroviral meningitis,Enteroviral meningitis,Viral meningitis,9
A88,0,A880,Enteroviral exanthematous fever [Boston exanthem],Enteroviral exanthematous fever [Boston exanthem],"Other viral infections of central nervous system, not elsewhere classified",9
A92,0,A920,Chikungunya virus disease,Chikungunya virus disease,Other mosquito-borne viral fevers,9
A923,0,A9230,"West Nile virus infection, unspecified","West Nile virus infection, unspecified",West Nile virus infection,9
A93,0,A930,Oropouche virus disease,Oropouche virus disease,"Other arthropod-borne viral fevers, not elsewhere classified",9
A95,0,A950,Sylvatic yellow fever,Sylvatic yellow fever,Yellow fever,9
A96,0,A960,Junin hemorrhagic fever,Junin hemorrhagic fever,Arenaviral hemorrhagic fever,9
A98,0,A980,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,"Other viral hemorrhagic fevers, not elsewhere classified",9
B00,0,B000,Eczema herpeticum,Eczema herpeticum,Herpesviral [herpes simplex] infections,9
B005,0,B0050,"Herpesviral ocular disease, unspecified","Herpesviral ocular disease, unspecified",Herpesviral ocular disease,9
B01,0,B010,Varicella meningitis,Varicella meningitis,Varicella [chickenpox],9
B02,0,B020,Zoster encephalitis,Zoster encephalitis,Zoster [herpes zoster],9
B023,0,B0230,"Zoster ocular disease, unspecified","Zoster ocular disease, unspecified",Zoster ocular disease,9
B05,0,B050,Measles complicated by encephalitis,Measles complicated by encephalitis,Measles,9
B060,0,B0600,"Rubella with neurological complication, unspecified","Rubella with neurological complication, unspecified",Rubella with neurological complications,9
B07,0,B070,Plantar wart,Plantar wart,Viral warts,9
B0801,0,B08010,Cowpox,Cowpox,Cowpox and vaccinia not from vaccine,9
B082,0,B0820,"Exanthema subitum [sixth disease], unspecified","Exanthema subitum [sixth disease], unspecified",Exanthema subitum [sixth disease],9
B086,0,B0860,"Parapoxvirus infection, unspecified","Parapoxvirus infection, unspecified",Parapoxvirus infections,9
B087,0,B0870,"Yatapoxvirus infection, unspecified","Yatapoxvirus infection, unspecified",Yatapoxvirus infections,9
B15,0,B150,Hepatitis A with hepatic coma,Hepatitis A with hepatic coma,Acute hepatitis A,9
B16,0,B160,Acute hepatitis B with delta-agent with hepatic coma,Acute hepatitis B with delta-agent with hepatic coma,Acute hepatitis B,9
B17,0,B170,Acute delta-(super) infection of hepatitis B carrier,Acute delta-(super) infection of hepatitis B carrier,Other acute viral hepatitis,9
B171,0,B1710,Acute hepatitis C without hepatic coma,Acute hepatitis C without hepatic coma,Acute hepatitis C,9
B18,0,B180,Chronic viral hepatitis B with delta-agent,Chronic viral hepatitis B with delta-agent,Chronic viral hepatitis,9
B19,0,B190,Unspecified viral hepatitis with hepatic coma,Unspecified viral hepatitis with hepatic coma,Unspecified viral hepatitis,9
B191,0,B1910,Unspecified viral hepatitis B without hepatic coma,Unspecified viral hepatitis B without hepatic coma,Unspecified viral hepatitis B,9
B192,0,B1920,Unspecified viral hepatitis C without hepatic coma,Unspecified viral hepatitis C without hepatic coma,Unspecified viral hepatitis C,9
B25,0,B250,Cytomegaloviral pneumonitis,Cytomegaloviral pneumonitis,Cytomegaloviral disease,9
B26,0,B260,Mumps orchitis,Mumps orchitis,Mumps,9
B270,0,B2700,Gammaherpesviral mononucleosis without complication,Gammaherpesviral mononucleosis without complication,Gammaherpesviral mononucleosis,9
B271,0,B2710,Cytomegaloviral mononucleosis without complications,Cytomegaloviral mononucleosis without complications,Cytomegaloviral mononucleosis,9
B278,0,B2780,Other infectious mononucleosis without complication,Other infectious mononucleosis without complication,Other infectious mononucleosis,9
B279,0,B2790,"Infectious mononucleosis, unspecified without complication","Infectious mononucleosis, unspecified without complication","Infectious mononucleosis, unspecified",9
B30,0,B300,Keratoconjunctivitis due to adenovirus,Keratoconjunctivitis due to adenovirus,Viral conjunctivitis,9
A96,2,A962,Lassa fever,Lassa fever,Arenaviral hemorrhagic fever,9
B332,0,B3320,"Viral carditis, unspecified","Viral carditis, unspecified",Viral carditis,9
